competition,year,round,teamId,teamName,glicko2Rating,glicko2Deviation,glicko2Volatility
ANZC,2009,8,806,NSW Swifts,1370.2952395212224,161.2846880761481,0.05999678619717686
ANZC,2009,8,807,Queensland Firebirds,1686.3709134026433,176.88212923847274,0.060002840334977874
ANZC,2009,8,808,Southern Steel,1637.1926521899995,174.67568738898493,0.059995919476406624
ANZC,2009,8,809,Waikato BOP Magic,1712.1599551470536,187.81209277947067,0.060000899087915366
ANZC,2009,8,810,West Coast Fever,1456.94601232909,165.44302473372335,0.06000070613676991
ANZC,2009,9,801,Adelaide Thunderbirds,1759.1538071559173,158.27732933298557,0.059996005114573925
ANZC,2009,9,802,Tactix,1309.16431849254,166.9864311948528,0.05999507430158166
ANZC,2009,9,803,Central Pulse,988.9639424300804,169.4767808492244,0.05999647492941757
ANZC,2009,9,804,Melbourne Vixens,1971.7123280728958,178.43226260589427,0.05999673857570167
ANZC,2009,9,805,Northern Mystics,1245.6004819842803,168.07100617116245,0.05999935419014631
ANZC,2009,9,806,NSW Swifts,1364.0830210393199,159.22208450333224,0.05999634541623465
ANZC,2009,9,807,Queensland Firebirds,1622.2559533784254,161.74197019385042,0.06000235376985042
ANZC,2009,9,808,Southern Steel,1584.8325838571586,161.02786209020726,0.05999509893757156
ANZC,2009,9,809,Waikato BOP Magic,1771.72499315355,170.5499367359065,0.05999999555216492
ANZC,2009,9,810,West Coast Fever,1456.94601232909,165.44302473372335,0.06000070613676991
ANZC,2009,10,801,Adelaide Thunderbirds,1779.823486703268,151.58373122753852,0.05999498840132266
ANZC,2009,10,802,Tactix,1239.0345724656868,154.29016846471924,0.05999533082748464
ANZC,2009,10,803,Central Pulse,982.5191364645333,167.0971420187935,0.059996132535051934
ANZC,2009,10,804,Melbourne Vixens,1992.9455017422138,170.20586210500682,0.059996049445824554
ANZC,2009,10,805,Northern Mystics,1316.5880572259302,155.10522758689078,0.05999931947498622
ANZC,2009,10,806,NSW Swifts,1364.0830210393199,159.22208450333224,0.05999634541623465
ANZC,2009,10,807,Queensland Firebirds,1604.276978802227,155.73529359368882,0.06000132738854023
ANZC,2009,10,808,Southern Steel,1590.793121764457,159.02309597574742,0.059994660962694873
ANZC,2009,10,809,Waikato BOP Magic,1771.72499315355,170.5499367359065,0.05999999555216492
ANZC,2009,10,810,West Coast Fever,1434.6262156694502,157.71917748118054,0.059999488457883506
ANZC,2009,11,801,Adelaide Thunderbirds,1789.3587078452445,148.4741094485041,0.05999432662379996
ANZC,2009,11,802,Tactix,1262.5469689494623,147.18965539956346,0.059994252153927154
ANZC,2009,11,803,Central Pulse,955.4759249899195,157.90290561040203,0.05999540749180974
ANZC,2009,11,804,Melbourne Vixens,1895.4338422601822,159.83443362091268,0.05999642817372657
ANZC,2009,11,805,Northern Mystics,1306.6801174675672,151.74726232241676,0.05999860550428051
ANZC,2009,11,806,NSW Swifts,1337.6986392651545,150.90394308138707,0.05999507013347283
ANZC,2009,11,807,Queensland Firebirds,1629.6491754748836,147.9946517838305,0.0600000351435537
ANZC,2009,11,808,Southern Steel,1511.8318375737642,149.0140638022943,0.059997155882870384
ANZC,2009,11,809,Waikato BOP Magic,1869.6311997227658,160.11080352627252,0.06000181406528959
ANZC,2009,11,810,West Coast Fever,1512.3283985097366,147.97451533754065,0.060002130481582545
ANZC,2009,12,801,Adelaide Thunderbirds,1809.5318925797355,142.37061123429228,0.05999328340414893
ANZC,2009,12,802,Tactix,1355.252685597092,142.89905096059616,0.059999307339370235
ANZC,2009,12,803,Central Pulse,954.3145411870645,157.77849937953073,0.05999531798793954
ANZC,2009,12,804,Melbourne Vixens,1902.1779926184158,157.4941540893073,0.05999599820717448
ANZC,2009,12,805,Northern Mystics,1279.1582736859007,143.77119642806355,0.0599973525496004
ANZC,2009,12,806,NSW Swifts,1331.5452099743509,148.98608131851623,0.05999456982668824
ANZC,2009,12,807,Queensland Firebirds,1535.8838949202598,143.62550819384302,0.06000646973373773
ANZC,2009,12,808,Southern Steel,1538.471763109912,141.4983559929671,0.05999578812992926
ANZC,2009,12,809,Waikato BOP Magic,1870.8127674466934,159.96554444192972,0.06000172192191363
ANZC,2009,12,810,West Coast Fever,1492.27546420904,141.9383970777861,0.06000082704061812
ANZC,2009,13,801,Adelaide Thunderbirds,1810.7934102460624,142.29296487265947,0.05999315967077602
ANZC,2009,13,802,Tactix,1348.501055397229,140.94131582724418,0.05999870970100693
ANZC,2009,13,803,Central Pulse,952.8648494232327,157.52667865878846,0.05999520594334453
ANZC,2009,13,804,Melbourne Vixens,1906.8745196747086,155.95789910646587,0.05999566685811289
ANZC,2009,13,805,Northern Mystics,1275.0837052119127,142.68772383807254,0.0599969825818006
ANZC,2009,13,806,NSW Swifts,1300.3625077909353,140.5450233814469,0.059993292353825674
ANZC,2009,13,807,Queensland Firebirds,1583.8452168408285,134.6971300787213,0.0600064809141264
ANZC,2009,13,808,Southern Steel,1491.8327039338724,132.99702612070232,0.05999579565037578
ANZC,2009,13,809,Waikato BOP Magic,1878.936349156633,157.0730592744972,0.06000121236850424
ANZC,2009,13,810,West Coast Fever,1520.834636459633,134.7395872226017,0.05999950852395219
ANZC,2009,14,801,Adelaide Thunderbirds,1726.0094418244776,137.59363722444706,0.059996485118458356
ANZC,2009,14,802,Tactix,1343.1703496031532,139.4739159054557,0.05999820949387482
ANZC,2009,14,803,Central Pulse,1057.1521172409268,151.75383213501536,0.05999664296834003
ANZC,2009,14,804,Melbourne Vixens,1913.1538108655502,153.8377516689457,0.05999524392067792
ANZC,2009,14,805,Northern Mystics,1258.682623135797,137.7735969674665,0.0599958903791542
ANZC,2009,14,806,NSW Swifts,1218.0557643407071,136.58872527511164,0.0599983293540743
ANZC,2009,14,807,Queensland Firebirds,1598.644040776935,130.65124648288304,0.06000526570833953
ANZC,2009,14,808,Southern Steel,1565.6413637511564,129.26016238313647,0.06000224541529923
ANZC,2009,14,809,Waikato BOP Magic,1894.8180077252957,151.55747277633807,0.0600004145807803
ANZC,2009,14,810,West Coast Fever,1508.6875852643839,131.43994486056104,0.05999843716816668
ANZC,2009,15,801,Adelaide Thunderbirds,1789.0335756607649,131.18693833039075,0.05999801893143994
ANZC,2009,15,802,Tactix,1378.831495318823,131.60060215079145,0.05999716745939805
ANZC,2009,15,803,Central Pulse,1055.750164850602,151.56528377159,0.05999652457159887
ANZC,2009,15,804,Melbourne Vixens,1914.5815372048253,153.62515307369964,0.05999512531912917
ANZC,2009,15,805,Northern Mystics,1223.820220883982,130.21278218978884,0.05999484844360772
ANZC,2009,15,806,NSW Swifts,1205.2876150892205,132.89955118895605,0.0599973908161881
ANZC,2009,15,807,Queensland Firebirds,1629.984910415592,124.14855412418744,0.060004199567102706
ANZC,2009,15,808,Southern Steel,1577.2143426488453,126.21536278299997,0.06000112547010679
ANZC,2009,15,809,Waikato BOP Magic,1818.5988945662405,142.75147330102968,0.06000076660283165
ANZC,2009,15,810,West Coast Fever,1476.994501183523,124.8051641112105,0.059997401923900566
ANZC,2009,16,801,Adelaide Thunderbirds,1809.711842964795,125.98229613096042,0.059996863360430544
ANZC,2009,16,802,Tactix,1378.831495318823,131.60060215079145,0.05999716745939805
ANZC,2009,16,803,Central Pulse,1055.750164850602,151.56528377159,0.05999652457159887
ANZC,2009,16,804,Melbourne Vixens,1955.203227067626,143.394510314928,0.05999423628167541
ANZC,2009,16,805,Northern Mystics,1223.820220883982,130.21278218978884,0.05999484844360772
ANZC,2009,16,806,NSW Swifts,1205.2876150892205,132.89955118895605,0.0599973908161881
ANZC,2009,16,807,Queensland Firebirds,1629.984910415592,124.14855412418744,0.060004199567102706
ANZC,2009,16,808,Southern Steel,1557.9489377549821,121.65162505866762,0.05999971148064659
ANZC,2009,16,809,Waikato BOP Magic,1783.0771718638912,134.70634892186203,0.05999978279541571
ANZC,2009,16,810,West Coast Fever,1476.994501183523,124.8051641112105,0.059997401923900566
ANZC,2009,17,801,Adelaide Thunderbirds,1845.087616628448,119.9115247549679,0.05999604755967386
ANZC,2009,17,802,Tactix,1378.831495318823,131.60060215079145,0.05999716745939805
ANZC,2009,17,803,Central Pulse,1055.750164850602,151.56528377159,0.05999652457159887
ANZC,2009,17,804,Melbourne Vixens,1955.203227067626,143.394510314928,0.05999423628167541
ANZC,2009,17,805,Northern Mystics,1223.820220883982,130.21278218978884,0.05999484844360772
ANZC,2009,17,806,NSW Swifts,1205.2876150892205,132.89955118895605,0.0599973908161881
ANZC,2009,17,807,Queensland Firebirds,1629.984910415592,124.14855412418744,0.060004199567102706
ANZC,2009,17,808,Southern Steel,1557.9489377549821,121.65162505866762,0.05999971148064659
ANZC,2009,17,809,Waikato BOP Magic,1742.962276074198,127.11547138752194,0.059998957461517594
ANZC,2009,17,810,West Coast Fever,1476.994501183523,124.8051641112105,0.059997401923900566
ANZC,2010,1,801,Adelaide Thunderbirds,1500.0,350.0,0.06
ANZC,2010,1,802,Tactix,1500.0,350.0,0.06
ANZC,2010,1,803,Central Pulse,1500.0,350.0,0.06
ANZC,2010,1,804,Melbourne Vixens,1500.0,350.0,0.06
ANZC,2010,1,805,Northern Mystics,1500.0,350.0,0.06
ANZC,2010,1,806,NSW Swifts,1500.0,350.0,0.06
ANZC,2010,1,807,Queensland Firebirds,1500.0,350.0,0.06
ANZC,2010,1,808,Southern Steel,1500.0,350.0,0.06
ANZC,2010,1,809,Waikato BOP Magic,1500.0,350.0,0.06
ANZC,2010,1,810,West Coast Fever,1500.0,350.0,0.06
ANZC,2010,2,801,Adelaide Thunderbirds,1337.6891050258869,290.31896467295957,0.05999999939179345
ANZC,2010,2,802,Tactix,1662.3108949741131,290.31896467295957,0.05999999939179345
ANZC,2010,2,803,Central Pulse,1337.6891050258869,290.31896467295957,0.05999999939179345
ANZC,2010,2,804,Melbourne Vixens,1662.3108949741131,290.31896467295957,0.05999999939179345
ANZC,2010,2,805,Northern Mystics,1662.3108949741131,290.31896467295957,0.05999999939179345
ANZC,2010,2,806,NSW Swifts,1662.3108949741131,290.31896467295957,0.05999999939179345
ANZC,2010,2,807,Queensland Firebirds,1337.6891050258869,290.31896467295957,0.05999999939179345
ANZC,2010,2,808,Southern Steel,1662.3108949741131,290.31896467295957,0.05999999939179345
ANZC,2010,2,809,Waikato BOP Magic,1337.6891050258869,290.31896467295957,0.05999999939179345
ANZC,2010,2,810,West Coast Fever,1337.6891050258869,290.31896467295957,0.05999999939179345
ANZC,2010,3,801,Adelaide Thunderbirds,1279.682800042964,260.48876450059186,0.05999916323767306
ANZC,2010,3,802,Tactix,1433.0600994588917,260.4887813830313,0.060002920238248145
ANZC,2010,3,803,Central Pulse,1279.682800042964,260.48876450059186,0.05999916323767306
ANZC,2010,3,804,Melbourne Vixens,1720.317199957036,260.48876450059186,0.05999916323767306
ANZC,2010,3,805,Northern Mystics,1720.317199957036,260.48876450059186,0.05999916323767306
ANZC,2010,3,806,NSW Swifts,1720.317199957036,260.48876450059186,0.05999916323767306
ANZC,2010,3,807,Queensland Firebirds,1279.682800042964,260.48876450059186,0.05999916323767306
ANZC,2010,3,808,Southern Steel,1433.0600994588917,260.4887813830313,0.060002920238248145
ANZC,2010,3,809,Waikato BOP Magic,1566.9399005411083,260.4887813830313,0.060002920238248145
ANZC,2010,3,810,West Coast Fever,1566.9399005411083,260.4887813830313,0.060002920238248145
ANZC,2010,4,801,Adelaide Thunderbirds,1392.661723146698,225.67650449948803,0.05999885081326623
ANZC,2010,4,802,Tactix,1379.4287923045283,235.21282131158495,0.06000194291133653
ANZC,2010,4,803,Central Pulse,1201.625446420675,228.77596332739677,0.0599983040222247
ANZC,2010,4,804,Melbourne Vixens,1798.374553579325,228.7759633273968,0.0599983040222247
ANZC,2010,4,805,Northern Mystics,1566.1674353251863,228.77597170047858,0.060000087901970325
ANZC,2010,4,806,NSW Swifts,1773.9484932461708,235.21279091935116,0.059998269218752474
ANZC,2010,4,807,Queensland Firebirds,1166.7038769392298,225.67650449948803,0.05999885081326623
ANZC,2010,4,808,Southern Steel,1511.1174731033427,228.77599101841048,0.06000203668844378
ANZC,2010,4,809,Waikato BOP Magic,1721.089712165026,228.7760028730276,0.060004562135143
ANZC,2010,4,810,West Coast Fever,1488.8825268966573,228.77599101841048,0.06000203668844378
ANZC,2010,5,801,Adelaide Thunderbirds,1512.6957496932073,201.51802273544868,0.06000009091327208
ANZC,2010,5,802,Tactix,1351.0297072800738,221.38822028178043,0.06000114004025847
ANZC,2010,5,803,Central Pulse,1186.5573094478982,221.45965863764155,0.05999785275230177
ANZC,2010,5,804,Melbourne Vixens,1825.6130372974817,216.07999966190746,0.05999760708296175
ANZC,2010,5,805,Northern Mystics,1378.469458023311,215.15558425343337,0.06000561593827337
ANZC,2010,5,806,NSW Swifts,1789.592069905293,227.28145989371205,0.059997811317119704
ANZC,2010,5,807,Queensland Firebirds,1348.9342951621422,212.61803893729757,0.060002081053763485
ANZC,2010,5,808,Southern Steel,1387.9954658218078,203.52207071902166,0.06000356273441064
ANZC,2010,5,809,Waikato BOP Magic,1771.9928733862905,207.74959045264708,0.0600035630747249
ANZC,2010,5,810,West Coast Fever,1437.9793775555586,207.74956656670156,0.06000093233759052
ANZC,2010,6,801,Adelaide Thunderbirds,1542.710594978664,189.6887746669523,0.05999905807153032
ANZC,2010,6,802,Tactix,1326.3456228853909,209.70171482312534,0.06000033407488204
ANZC,2010,6,803,Central Pulse,1151.6139932428857,205.53447884904392,0.05999698983953463
ANZC,2010,6,804,Melbourne Vixens,1847.16395927316,206.19365701094245,0.059996962615345234
ANZC,2010,6,805,Northern Mystics,1357.058293902792,205.39792716141216,0.06000486482657297
ANZC,2010,6,806,NSW Swifts,1823.0851970137164,211.49783494379037,0.05999697036745893
ANZC,2010,6,807,Queensland Firebirds,1443.8826557806935,189.45198896103074,0.06000221910197935
ANZC,2010,6,808,Southern Steel,1300.2643647142047,183.4254510270845,0.06000383012480203
ANZC,2010,6,809,Waikato BOP Magic,1794.3721670885157,198.14051329439857,0.060002840514706404
ANZC,2010,6,810,West Coast Fever,1408.9274616898665,195.83692915785747,0.05999996769213661
ANZC,2010,7,801,Adelaide Thunderbirds,1593.2554447645819,173.84665842864817,0.059998005222006365
ANZC,2010,7,802,Tactix,1247.9038900316227,187.42825695280138,0.05999980063346892
ANZC,2010,7,803,Central Pulse,1096.2311108875595,185.61846267985243,0.059996042737409244
ANZC,2010,7,804,Melbourne Vixens,1680.4801565003204,195.97873732695786,0.06000062838124625
ANZC,2010,7,805,Northern Mystics,1432.6930146884313,184.5765770578439,0.06000439108581766
ANZC,2010,7,806,NSW Swifts,1823.0851970137164,211.49783494379037,0.05999697036745893
ANZC,2010,7,807,Queensland Firebirds,1582.8237683529758,181.60420808115683,0.060008305680840396
ANZC,2010,7,808,Southern Steel,1345.7877387386034,169.63483732540186,0.06000279954720783
ANZC,2010,7,809,Waikato BOP Magic,1794.3721670885157,198.14051329439857,0.060002840514706404
ANZC,2010,7,810,West Coast Fever,1355.5124460974214,178.27459426060688,0.059998891390055736
ANZC,2010,8,801,Adelaide Thunderbirds,1593.2554447645819,173.84665842864817,0.059998005222006365
ANZC,2010,8,802,Tactix,1192.1769671670268,170.4451956457863,0.05999880452263627
ANZC,2010,8,803,Central Pulse,1096.2311108875595,185.61846267985243,0.059996042737409244
ANZC,2010,8,804,Melbourne Vixens,1628.788566077223,179.4346709809344,0.05999962036677363
ANZC,2010,8,805,Northern Mystics,1410.5445584670101,176.1497673748605,0.06000339979002541
ANZC,2010,8,806,NSW Swifts,1881.9569391161738,190.3320963480396,0.059996025942328966
ANZC,2010,8,807,Queensland Firebirds,1617.707426268224,169.43530001006573,0.06000704969065252
ANZC,2010,8,808,Southern Steel,1392.4812127939947,157.34014020114427,0.060001851584148204
ANZC,2010,8,809,Waikato BOP Magic,1819.2461371116617,187.60718782889666,0.06000199579122406
ANZC,2010,8,810,West Coast Fever,1321.7237901889735,166.80786857331287,0.059997688627059016
ANZC,2010,9,801,Adelaide Thunderbirds,1567.2226329602618,164.9135739180031,0.05999685681535737
ANZC,2010,9,802,Tactix,1192.1769671670268,170.4451956457863,0.05999880452263627
ANZC,2010,9,803,Central Pulse,1091.6793123203522,183.86376406568266,0.05999581012379484
ANZC,2010,9,804,Melbourne Vixens,1507.458448759805,169.85001024384462,0.060004588694890656
ANZC,2010,9,805,Northern Mystics,1473.9374741716213,160.6807443398237,0.06000305375608144
ANZC,2010,9,806,NSW Swifts,1912.3107535239458,178.40374753645196,0.059995164713592695
ANZC,2010,9,807,Queensland Firebirds,1617.707426268224,169.43530001006573,0.06000704969065252
ANZC,2010,9,808,Southern Steel,1340.92182530576,146.62107924898055,0.06000149469639893
ANZC,2010,9,809,Waikato BOP Magic,1823.8620610226603,185.79186017492555,0.06000175550452928
ANZC,2010,9,810,West Coast Fever,1426.0746014410113,159.21994897945157,0.06000189728528996
ANZC,2010,10,801,Adelaide Thunderbirds,1617.4089213058016,152.68115003537076,0.05999615617642483
ANZC,2010,10,802,Tactix,1186.3023548761232,168.363489322229,0.05999845228974965
ANZC,2010,10,803,Central Pulse,1072.100701707645,175.86849688534437,0.05999509928043918
ANZC,2010,10,804,Melbourne Vixens,1454.5223343111775,156.38888218880132,0.06000390714589604
ANZC,2010,10,805,Northern Mystics,1489.5679353349403,155.4802798283838,0.06000208636471023
ANZC,2010,10,806,NSW Swifts,1938.7522842286576,168.64256510970594,0.05999434587567593
ANZC,2010,10,807,Queensland Firebirds,1593.4988560232011,161.1603980713862,0.060005898298738335
ANZC,2010,10,808,Southern Steel,1340.92182530576,146.62107924898055,0.06000149469639893
ANZC,2010,10,809,Waikato BOP Magic,1830.517181208172,183.04709360379536,0.06000141134831689
ANZC,2010,10,810,West Coast Fever,1426.0746014410113,159.21994897945157,0.06000189728528996
ANZC,2010,11,801,Adelaide Thunderbirds,1666.265303183587,142.5084675875112,0.059995694441738766
ANZC,2010,11,802,Tactix,1107.8137927856967,156.23720325332852,0.059998645527231644
ANZC,2010,11,803,Central Pulse,1157.4105947389082,161.9025531767874,0.05999493227417019
ANZC,2010,11,804,Melbourne Vixens,1454.5223343111775,156.38888218880132,0.06000390714589604
ANZC,2010,11,805,Northern Mystics,1489.5679353349403,155.4802798283838,0.06000208636471023
ANZC,2010,11,806,NSW Swifts,1948.1350155187404,165.12079697065846,0.059993863792446304
ANZC,2010,11,807,Queensland Firebirds,1539.5296769319361,149.03002658078364,0.06000547185376338
ANZC,2010,11,808,Southern Steel,1436.0560237608277,144.16602344059203,0.060008577561722114
ANZC,2010,11,809,Waikato BOP Magic,1677.117174946447,177.97524057041377,0.060007438636094694
ANZC,2010,11,810,West Coast Fever,1417.5178207987956,156.30190421812935,0.06000127824815171
ANZC,2010,12,801,Adelaide Thunderbirds,1671.7126728713254,140.97580322013383,0.0599951972586306
ANZC,2010,12,802,Tactix,1101.494471484954,154.1014822811305,0.05999821712737275
ANZC,2010,12,803,Central Pulse,1132.176605378304,153.6422678549428,0.05999395945464222
ANZC,2010,12,804,Melbourne Vixens,1396.809954545887,145.0332193290118,0.06000414132646243
ANZC,2010,12,805,Northern Mystics,1479.1962585681104,152.02515066788337,0.06000131852087374
ANZC,2010,12,806,NSW Swifts,1959.5912354838074,160.9142428376511,0.059993304267982675
ANZC,2010,12,807,Queensland Firebirds,1605.7568349165986,140.8662463397436,0.06000767110054235
ANZC,2010,12,808,Southern Steel,1485.6156107326922,135.4623183184882,0.060008761933237224
ANZC,2010,12,809,Waikato BOP Magic,1583.7399401739517,163.44368236441295,0.06000891861776106
ANZC,2010,12,810,West Coast Fever,1441.238600386484,148.93318391775486,0.06000000396105534
ANZC,2010,13,801,Adelaide Thunderbirds,1690.2014040169593,135.7264461999634,0.05999398649363423
ANZC,2010,13,802,Tactix,1087.8031103161716,149.4284485179925,0.05999748713658762
ANZC,2010,13,803,Central Pulse,1123.04726700138,150.54577617970645,0.0599933713175931
ANZC,2010,13,804,Melbourne Vixens,1377.36007414541,139.26539662949662,0.06000285482145156
ANZC,2010,13,805,Northern Mystics,1526.3315183410646,141.74557901591308,0.06000082246947358
ANZC,2010,13,806,NSW Swifts,1975.37692225515,155.4755473783516,0.05999263694751425
ANZC,2010,13,807,Queensland Firebirds,1613.6467760933845,138.57178220366828,0.06000695658131448
ANZC,2010,13,808,Southern Steel,1496.5583806938969,132.4394470787638,0.060007765097694114
ANZC,2010,13,809,Waikato BOP Magic,1567.5303499685706,157.7239556769727,0.06000792044506209
ANZC,2010,13,810,West Coast Fever,1395.856775158087,139.32096377524593,0.05999948046079307
ANZC,2010,14,801,Adelaide Thunderbirds,1706.1070661549245,131.34049300390998,0.05999282658868328
ANZC,2010,14,802,Tactix,1081.0696753302593,147.26944346220623,0.05999701476591354
ANZC,2010,14,803,Central Pulse,1112.7672747198221,147.23653771514515,0.05999273800693475
ANZC,2010,14,804,Melbourne Vixens,1373.0593658558755,138.16437906907976,0.06000242914108032
ANZC,2010,14,805,Northern Mystics,1475.667324859087,133.0374802172816,0.06000128914390589
